epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,18,4025,223.611111111,1.09264654379
2,13,4235,325.769230769,1.03537989603
3,16,3530,220.625,0.98874127415
4,15,3475,231.666666667,0.978532371484
5,21,2660,126.666666667,1.12471389838
6,21,3565,169.761904762,0.977381681046
7,15,3545,236.333333333,0.989127116166
8,14,4345,310.357142857,0.973106013089
9,16,4165,260.3125,1.03983410665
10,16,3765,235.3125,1.09013390887
11,17,4535,266.764705882,0.894302467583
12,15,4230,282.0,0.934664818291
13,17,4950,291.176470588,1.02840002584
14,15,3720,248.0,1.08426804357
15,18,3440,191.111111111,0.96903939479
16,15,4885,325.666666667,1.00867719142
17,14,5530,395.0,0.949003181737
18,18,5160,286.666666667,0.972802287946
19,17,4695,276.176470588,1.04037491815
20,15,4315,287.666666667,1.0724865968
21,16,4415,275.9375,1.0158365272
22,18,4310,239.444444444,1.1711256859
23,15,5480,365.333333333,0.99982315083
24,14,3905,278.928571429,1.04662244596
25,15,5460,364.0,1.03514199628
26,14,5005,357.5,1.14957776928
27,15,5105,340.333333333,0.976124769729
28,13,5605,431.153846154,1.00788685596
29,18,5495,305.277777778,1.07821262736
30,14,5195,371.071428571,0.989856885988
31,14,5905,421.785714286,0.991335179061
32,14,4910,350.714285714,1.04614722742
33,13,5575,428.846153846,1.07358993225
34,15,5380,358.666666667,1.05897395318
35,16,4405,275.3125,1.05734243391
36,14,5155,368.214285714,1.03947002681
37,15,4870,324.666666667,1.1950754503
38,16,5105,319.0625,1.12451785246
39,15,5740,382.666666667,1.0761696915
40,15,4580,305.333333333,0.991298838463
41,15,5445,363.0,1.03148646506
42,18,5305,294.722222222,1.05851374008
43,14,6520,465.714285714,1.08271522276
44,15,5205,347.0,1.06894694444
45,15,6405,427.0,1.0320085847
46,16,5315,332.1875,1.06807524148
47,14,5375,383.928571429,0.984476344772
48,17,4660,274.117647059,1.06345906744
49,16,5370,335.625,1.08065297071
50,15,4740,316.0,1.10513885731
51,16,5110,319.375,1.11089767491
52,14,6135,438.214285714,1.10860142507
53,16,5045,315.3125,1.07279903913
54,13,4970,382.307692308,1.01952009766
55,15,5455,363.666666667,1.17512517298
56,13,5755,442.692307692,1.03451573322
57,16,5425,339.0625,1.03152044895
58,14,5210,372.142857143,1.0578102642
59,17,5355,315.0,1.0802025611
60,14,5795,413.928571429,1.09410506335
61,16,5405,337.8125,1.15171413288
62,15,5505,367.0,1.13401714803
63,16,4575,285.9375,1.10440966526
64,15,4795,319.666666667,1.10390739792
65,14,5940,424.285714286,1.15858472194
66,16,5390,336.875,1.18642131936
67,15,4925,328.333333333,1.14088153938
68,14,5040,360.0,1.20062878209
69,16,5705,356.5625,1.02408540236
70,15,5275,351.666666667,1.11812261742
71,15,5305,353.666666667,1.11687695895
72,17,5570,327.647058824,1.01649777617
73,17,5060,297.647058824,1.07067132658
74,15,5825,388.333333333,1.11407012908
75,15,6130,408.666666667,1.19892799508
76,15,5780,385.333333333,1.13322318967
77,15,5880,392.0,1.11628250876
78,15,6015,401.0,1.14249368673
79,15,5835,389.0,1.24947904163
80,17,5805,341.470588235,1.15265951022
81,15,5550,370.0,1.20402198894
82,15,6075,405.0,1.22709418753
83,15,5850,390.0,1.14577873182
84,16,5895,368.4375,1.14900724816
85,15,5485,365.666666667,1.13639737429
86,17,5605,329.705882353,1.18676762609
87,15,5075,338.333333333,1.10877682664
88,18,5595,310.833333333,1.18208866057
89,17,5865,345.0,1.22217505628
90,13,5975,459.615384615,1.12781736964
91,17,5100,300.0,1.12467089827
92,15,5700,380.0,1.11205162052
93,14,6105,436.071428571,1.12509679378
94,15,6275,418.333333333,1.10943256184
95,18,5355,297.5,1.12803951867
96,15,5405,360.333333333,1.13152820109
97,16,5685,355.3125,1.08266647087
98,14,5595,399.642857143,1.12254788696
99,15,6480,432.0,1.02850146087
100,15,6255,417.0,1.19020078144
