epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,14,3965,283.214285714,1.36742176629
2,18,1990,110.555555556,0.994130792934
3,18,3325,184.722222222,1.00451165617
4,13,3780,290.769230769,0.906536462763
5,16,4255,265.9375,1.07511157573
6,15,4360,290.666666667,0.962807531776
7,13,3430,263.846153846,1.11710639683
8,14,4130,295.0,0.95563915181
9,14,4730,337.857142857,0.978573148642
10,16,3120,195.0,0.934386356436
11,16,5390,336.875,1.05552385376
12,14,4670,333.571428571,0.975279010898
13,14,4255,303.928571429,1.04876001202
14,14,5140,367.142857143,0.985620602379
15,14,4455,318.214285714,0.945646394212
16,14,5540,395.714285714,0.986379194008
17,15,4215,281.0,1.0110569666
18,16,4450,278.125,1.0254689563
19,14,5750,410.714285714,0.971987265749
20,13,5915,455.0,1.05640479658
21,16,5650,353.125,1.09977740305
22,15,6075,405.0,1.11333242688
23,14,5670,405.0,1.04657128103
24,17,5705,335.588235294,1.03148351682
25,15,5825,388.333333333,1.19872591671
26,16,5545,346.5625,1.0909600205
27,13,5985,460.384615385,1.04460665446
28,15,4190,279.333333333,1.13290228157
29,16,5460,341.25,1.15499050072
30,13,6440,495.384615385,1.17901882146
31,14,5900,421.428571429,1.1653553817
32,14,5665,404.642857143,1.11108113167
33,14,5675,405.357142857,1.15629788469
34,15,4120,274.666666667,1.22504121952
35,14,5190,370.714285714,1.10858458039
36,15,5845,389.666666667,1.12785074331
37,16,4995,312.1875,1.16762332004
38,15,5850,390.0,1.03339176523
39,15,5560,370.666666667,1.05143762451
40,14,5305,378.928571429,1.09718414577
41,15,5185,345.666666667,1.10635881665
42,13,6420,493.846153846,1.11968574075
43,16,5500,343.75,1.10603859416
44,16,4765,297.8125,1.12028097984
45,14,6935,495.357142857,1.05015975348
46,15,5510,367.333333333,1.12579589531
47,17,4295,252.647058824,1.17993825358
48,14,5725,408.928571429,1.13302563313
49,13,6500,500.0,1.07410739617
50,16,5540,346.25,1.08981773556
51,11,5525,502.272727273,1.12876112646
52,14,5605,400.357142857,1.11348771611
53,13,6300,484.615384615,1.1371714442
54,13,4805,369.615384615,1.24519849789
55,14,7080,505.714285714,1.03957096671
56,12,5500,458.333333333,1.16592177116
57,15,6610,440.666666667,1.12104376481
58,14,6690,477.857142857,1.09405245705
59,12,6550,545.833333333,1.1316698934
60,14,6425,458.928571429,1.09718905277
61,16,5250,328.125,1.11510351682
62,14,5125,366.071428571,1.07616565606
63,14,5950,425.0,1.13509102358
64,16,5755,359.6875,1.14863097982
65,12,5755,479.583333333,1.12561182197
66,14,5320,380.0,1.21385328902
67,14,5525,394.642857143,1.15406268362
68,13,5565,428.076923077,1.13207310275
69,19,5905,310.789473684,1.15283589665
70,16,3895,243.4375,1.14680443531
71,16,6040,377.5,1.1427654782
72,14,5045,360.357142857,1.20243072525
73,14,6210,443.571428571,1.15633664869
74,14,5525,394.642857143,1.17789734138
75,15,5450,363.333333333,1.21494546306
76,17,6030,354.705882353,1.11759911326
77,14,6090,435.0,1.19443355978
78,14,5820,415.714285714,1.2087559763
79,16,5410,338.125,1.21377976384
80,17,4530,266.470588235,1.18448925477
81,13,6340,487.692307692,1.13935181474
82,14,4855,346.785714286,1.20525771365
83,19,4720,248.421052632,1.17792777902
84,16,5375,335.9375,1.2393491359
85,15,3665,244.333333333,1.20324531506
86,16,5865,366.5625,1.15175792004
87,13,6045,465.0,1.16588386199
88,12,5905,492.083333333,1.1426306544
89,16,5515,344.6875,1.16612012808
90,15,4515,301.0,1.16617939591
91,14,6455,461.071428571,1.19962302689
92,15,5280,352.0,1.19185923807
93,15,5415,361.0,1.15679644816
94,15,5990,399.333333333,1.28702380916
95,15,6220,414.666666667,1.18246246105
96,15,5240,349.333333333,1.23959064126
97,17,6145,361.470588235,1.14060516511
98,17,4960,291.764705882,1.2378555425
99,14,5800,414.285714286,1.22832641025
100,17,5425,319.117647059,1.20846922115
