mean_loss,epsilon
0.105975881219,0.9997192
0.103004395962,0.9993529
0.103669285774,0.9989479
0.109907664359,0.9984412
0.108596473932,0.9981091
0.109158456326,0.9978022
0.116945311427,0.9974782
0.121818765998,0.9970894
0.126393944025,0.9967645
0.121557310224,0.9964315
0.123229682446,0.9958573
0.118454620242,0.9954865
0.123303733766,0.9950626
0.117949478328,0.9946783
0.124190032482,0.9943786
0.125748887658,0.9940105
0.130947083235,0.9937585
0.127877607942,0.9934318
0.13198402524,0.9930529
0.131875395775,0.9927055
0.130609542131,0.9923167
0.130278602242,0.9919594
0.13011161983,0.9916066
0.128112435341,0.9912277
0.131596520543,0.9908524
0.127319544554,0.9904699
0.126942187548,0.9901936
0.128324180841,0.9898192
0.129679679871,0.9894781
0.129829928279,0.9890938
0.131602093577,0.988705
0.135231733322,0.9883036
0.126461416483,0.9879328
0.136153906584,0.9875575
0.132235631347,0.9872218
0.136142328382,0.9868465
0.132867112756,0.9864667
0.134077996016,0.986086
0.133800268173,0.9857332
0.13657990098,0.9854101
0.127898693085,0.9850393
0.130640149117,0.984691000001
0.128116056323,0.984268000001
0.128670588136,0.983901700001
0.132289677858,0.983547100001
0.1313932091,0.983185300001
0.130378454924,0.982828900001
0.129464268684,0.982467100001
0.133925035596,0.982153900001
0.129167512059,0.981778600001
0.129681661725,0.981432100001
0.133035197854,0.981000100001
0.130957633257,0.980642800001
0.130137354136,0.980203600001
0.130299896002,0.979923700001
0.13105109334,0.979495300001
0.13131429255,0.979147900001
0.126287013292,0.978706900001
0.129630506039,0.978340600001
0.131378307939,0.977909500001
0.125731632113,0.977590000001
0.131885290146,0.977276800001
0.127878323197,0.976734100001
0.129683926702,0.976366900001
0.12218413502,0.976009600001
0.12943713367,0.975724300001
0.128406122327,0.975331900001
0.132966086268,0.974961100001
0.123652413487,0.974612800001
0.129443973303,0.974242000001
0.125252410769,0.973880200001
0.128649696708,0.973504900001
0.124558225274,0.973134100001
0.126684039831,0.972783100001
0.123951226473,0.972403300001
0.126958608627,0.972021700001
0.126403212547,0.971655400001
0.122168689966,0.971280100001
0.129465654492,0.970918300001
0.124583169818,0.970661800001
0.12447053194,0.969985900001
0.126664921641,0.969601600001
0.126046136022,0.969202000001
0.12724108994,0.968826700001
0.125566661358,0.968562100001
0.123066663742,0.968036500001
0.124098576605,0.967661200001
0.123621702194,0.967330900001
0.12583784759,0.966943000001
0.123962342739,0.966590200001
0.122255392373,0.966201400001
0.123784653842,0.965881000001
0.124400451779,0.965487700001
0.12434322387,0.965159200001
0.124715775251,0.964756900001
0.12064371258,0.964346500001
0.122565343976,0.963980200001
0.130405053496,0.963595000001
0.124315261841,0.963245800001
0.123825363815,0.962912800001
0.121102936566,0.962560000001
0.12413161993,0.962235100001
0.123929582536,0.961859800001
0.123797550797,0.961545700001
0.121886909008,0.961152400001
0.126977965236,0.960790600001
0.125549852848,0.960435100001
0.121546410024,0.960039100001
0.123835086823,0.959582800001
0.12707093358,0.959238100001
0.121882997453,0.958858300001
0.123994976282,0.958487500001
0.116959355772,0.958106800001
0.120040759444,0.957752200001
0.127193570137,0.957438100001
0.120065957308,0.957062800001
0.122787460685,0.956629000001
0.124154888093,0.956350900001
0.119416758418,0.955959400001
0.121377237141,0.955575100001
0.12271309644,0.955203400001
