mean_loss,epsilon
0.122683569789,0.9992773
0.0962015092373,0.9989398
0.089809961617,0.998587
0.088499866426,0.9981046
0.0895646065474,0.9970948
0.086522988975,0.996607
0.0820247083902,0.9961966
0.0825261101127,0.9943129
0.0903007239103,0.9933103
0.0879574120045,0.9923005
0.0846181660891,0.9907489
0.0835324972868,0.9896698
0.0850391089916,0.9886465
0.0863546133041,0.9880867
0.0875286906958,0.9866098
0.0908197537065,0.9856333
0.091745108366,0.9850924
0.094697624445,0.984539800001
0.0916310548782,0.983267200001
0.0914653465152,0.981488800001
0.0921291336417,0.980821000001
0.0929563641548,0.979361200001
0.0912735909224,0.978937300001
0.0936297997832,0.977680900001
0.0929895192385,0.976780900001
0.0923087969422,0.975638800001
0.0901088863611,0.975170800001
0.0907900556922,0.973805500001
0.0927869230509,0.972536500001
0.0910099819303,0.971916400001
0.0924546569586,0.970507000001
0.091520190239,0.968980600001
0.0943296402693,0.967997800001
0.0987555384636,0.967135600001
0.0967150703073,0.966694600001
0.0975238904357,0.965766700001
0.0979023352265,0.964948600001
0.0987708345056,0.964054000001
0.0974465757608,0.962802100001
0.0990624651313,0.961455700001
0.095764271915,0.960532300001
0.0965215191245,0.958621600001
0.0929352268577,0.958335400001
0.0973641425371,0.957950200001
0.0954020246863,0.957041200001
0.0941368341446,0.956395000001
0.0977361351252,0.955937800001
0.0969932228327,0.955137700001
0.100636184216,0.954793900001
0.0982248708606,0.953076700002
0.0963934287429,0.952573600002
0.0957773253322,0.951891400002
0.0971237197518,0.951146200002
0.0979720056057,0.950606200002
0.0984059795737,0.949211200002
0.097319483757,0.947854900002
0.0981837883592,0.947117800002
0.0984118804336,0.945865900002
0.097525447607,0.945607600002
0.098658144474,0.945019900002
0.0997518673539,0.944272900002
0.100804157555,0.943948900002
0.0984508991241,0.943144300002
0.0989124253392,0.942596200002
0.0970990359783,0.941850100002
0.0958266407251,0.941190400002
0.0954983383417,0.940494700002
0.0967068225145,0.939032200002
0.0995948538184,0.938631700002
0.09813708812,0.937809100002
0.0966840162873,0.937025200002
0.0975455492735,0.936395200002
0.0962853655219,0.935460100002
0.0977657213807,0.934195600002
0.0994788110256,0.933621400002
0.0977867394686,0.932852800002
0.0956387743354,0.932128300002
0.098603412509,0.930390400002
0.0950043797493,0.929940400002
0.0977771356702,0.929242900002
0.0954743921757,0.928244800002
0.0971393287182,0.927392500002
0.0976887792349,0.925633000002
0.0993780493736,0.924840100002
0.098310738802,0.924190300002
0.099088139832,0.923424400003
0.0975108072162,0.922354300003
0.0958438888192,0.921200500003
0.0981376320124,0.920022400003
0.0977848321199,0.918757000003
0.0973917096853,0.918153100003
0.0982864797115,0.917596900003
0.0970645025373,0.916965100003
0.0975902229548,0.915963400003
0.0956259742379,0.915004900003
0.097195148468,0.913685500003
0.0951116159558,0.913137400003
0.0962733253837,0.911791900003
0.0959568619728,0.910937800003
0.095122538507,0.910328500003
0.0965041965246,0.910185400003
0.0960080623627,0.908905600003
0.0937580317259,0.908447500003
0.0955914258957,0.907895800003
0.0944846272469,0.906343300003
0.0947600901127,0.904966300003
0.0928100347519,0.904336300003
0.0911890342832,0.903944800003
0.0962308868766,0.903528100003
0.0951174274087,0.902387800003
0.0958775579929,0.901835200003
0.0934684798121,0.901362700003
0.0947367697954,0.900379000003
0.0950186625123,0.899527600003
0.0966741219163,0.899130700003
0.0921343415976,0.898415200003
0.0947876051068,0.897679900003
0.0955846235156,0.896705200003
0.0945283025503,0.896033800003
0.0977108478546,0.895323700003
0.096245162189,0.894583000003
0.0976778119802,0.893602000004
0.0944670662284,0.893095300004
0.0935288444161,0.892432900004
0.0953501164913,0.891397000004
0.0957852303982,0.890820100004
0.0963368490338,0.890178400004
0.0945366322994,0.889373800004
0.0937782153487,0.888109300004
0.0955558717251,0.886808800004
0.0965410396457,0.885912400004
0.0942466259003,0.884247400004
0.0960872620344,0.883557100004
0.0953790917993,0.882915400004
0.096146337688,0.881992000004
0.0945268422365,0.881400700004
0.0938060507178,0.881158600004
0.0957976803184,0.879814900004
0.097955532372,0.879165100004
0.0944355279207,0.878656600004
0.0947925671935,0.878149000004
0.0948058739305,0.877470400004
0.0952453836799,0.876839500004
0.0939629003406,0.876025000004
0.0941376760602,0.875324800004
0.0938142091036,0.874436500004
0.0944370776415,0.872859700004
0.0946974381804,0.871949800004
0.0962889194489,0.871401700004
0.0932968482375,0.871018300004
0.0962025523186,0.869825800004
0.0940566882491,0.869339800004
0.0941684097052,0.868169800004
0.0968832448125,0.867821500004
0.0960299372673,0.866432800004
0.0958616659045,0.865855000004
0.0958077087998,0.865416700004
0.0959940180182,0.865236700004
0.0930895581841,0.864380800004
0.0943277031183,0.863817400004
0.0966085493565,0.862885900005
0.0961204916239,0.861948100005
0.0949426740408,0.861515200005
0.0956927090883,0.860386600005
0.0937205329537,0.859304800005
0.0966724231839,0.858021400005
0.0945853516459,0.857277100005
0.0939015746117,0.856425700005
0.0931773632765,0.855259300005
0.0931365266442,0.853520500005
0.09328635782,0.852450400005
0.0942924842238,0.852140800005
0.0947418212891,0.851876200005
0.0930145308375,0.851530600005
0.0955075547099,0.850847500005
0.0956409052014,0.850465900005
0.0964736193419,0.849838600005
0.0962058156729,0.848494900005
0.0967881307006,0.846956800005
0.0952534377575,0.846229600005
0.0947500392795,0.844742800005
0.094610914588,0.843750100005
0.0958005785942,0.842357800005
0.0960849672556,0.841507300005
0.0949381887913,0.841010500005
0.0930126532912,0.840484000005
0.0941532850266,0.839746900005
0.0930908694863,0.839092600005
0.0959893614054,0.838045000005
0.0962691679597,0.837557200005
0.0956177413464,0.836852500005
0.0961878746748,0.836430400005
0.0952075570822,0.835105600005
0.0968963876367,0.834667300005
0.0953326970339,0.834266800005
0.0941021516919,0.833096800005
0.0919136404991,0.832680100006
0.0934144854546,0.832351600006
0.092689409852,0.831671200006
0.0958858057857,0.831026800006
0.0929894819856,0.830278900006
0.0949500501156,0.829911700006
0.0935314744711,0.829524700006
0.0947833582759,0.829078300006
0.0938953235745,0.828677800006
0.0954923406243,0.828125200006
0.0970608964562,0.827660800006
0.0992047861218,0.826710400006
0.094422891736,0.826202800006
0.0919861271977,0.825108400006
0.0958641842008,0.824108500006
0.0928641185164,0.823658500006
0.0938134416938,0.822706300006
0.0942350700498,0.822142900006
0.0946746319532,0.821634400006
0.0941058024764,0.820656100006
0.0927766636014,0.820289800006
0.0919743776321,0.819621100006
0.0948296412826,0.818571700006
0.096062913537,0.818098300006
0.0973495841026,0.817866100006
0.0924472510815,0.816805900006
0.0943899974227,0.815909500006
0.0944275036454,0.815168800006
0.0933944061399,0.814852000006
0.0954429060221,0.814293100006
0.0942991226912,0.812952100006
0.0954492688179,0.811916200006
0.0970668643713,0.811322200006
0.0952298343182,0.810737200006
0.0959779396653,0.809750800006
0.093964740634,0.809180200006
0.0955788344145,0.808542100006
0.0946587994695,0.807089500006
0.0963316112757,0.806477500006
0.0927801728249,0.805647700006
0.093737795949,0.804667600006
0.09378554672,0.803736100006
0.0941879674792,0.802573300006
0.0931654423475,0.801884800007
0.0925626158714,0.801138700007
0.0924201458693,0.800299900007
0.0949886068702,0.799125400007
0.0904498249292,0.798636700007
0.0941564440727,0.798148900007
0.0930649861693,0.797677300007
0.0939658433199,0.797193100007
0.0942257717252,0.796304800007
0.0946185439825,0.795467800007
0.0943209156394,0.795086200007
0.092056453228,0.794305900007
0.0932129099965,0.793784800007
0.0955196022987,0.792638200007
0.093351431191,0.792011800007
0.0926134362817,0.790991200007
0.0939584225416,0.790454800007
0.0950410217047,0.789539500007
0.0938295125961,0.788876200007
0.0937683284283,0.787780900007
0.0916651710868,0.786582100007
0.0917996540666,0.786171700007
0.0966050550342,0.785534500007
0.0948109179735,0.784401400007
0.0948166400194,0.783193600007
0.0934480726719,0.781527700007
0.0930480584502,0.780814900007
0.0941141396761,0.780313600007
